المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي للوكالة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/01,38647254
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/01,38647743
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/01,38647771
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/01,38647873
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/01,38648061
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/01,38648164
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/01,38648195
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/01,38648780
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/01,38648861
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/01,38648867
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/01,38648930
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38649141
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38649257
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38649280
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38649522
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2025/04/02,38649757
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38649795
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38649803
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38650146
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38650194
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38650717
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38650827
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38651024
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,38651178
