المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي للوكالة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37331897
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37332024
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37332581
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37332722
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37333055
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37333119
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37333162
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37333378
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37333692
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37333831
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37333955
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37333969
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37334116
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37334350
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37334419
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37334511
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,37334534
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37334539
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37334601
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37335051
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37335055
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37335057
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37335183
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37335187
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37335266
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37335433
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37335483
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,37333357
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37335848
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37336262
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37336314
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37336883
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37337099
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37337179
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37337231
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37337280
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37337476
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37337571
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37337833
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37337922
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,37340343
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37338105
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37338427
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37338641
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37338903
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37338935
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37339254
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37339640
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37339673
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37339802
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37339987
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37340048
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37340306
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37341684
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37340458
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37340502
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37340522
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,37333784
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37340645
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37340730
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37341109
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37341396
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37341443
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37341719
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37341797
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37341826
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37341828
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37341986
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37342138
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37342161
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37342348
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/01/01,37342334
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37342495
منطقة عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2025/01/01,37342551
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37343184
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37343452
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37343477
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37344266
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37344892
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37345207
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37345370
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37345386
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37345783
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37345819
منطقة الجوف,سكاكا,القطاع الخاص,خدمة إلكترونية جزئيا,2025/01/01,37346056
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37348255
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37349142
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37349267
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37347077
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37347376
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37347419
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37347422
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37347489
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37348704
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37348851
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/01/01,37349058
