385,main,,,,,,,,,
30f,$Q$446,,Refresh,0,,,,,,
30f,$A$446,,Refresh,0,,,,,,
30f,$C$445,,Refresh,0,,,,,,
30f,$D$444,,Refresh,0,,,,,,
30f,$E$443,,Refresh,0,,,,,,
30f,$F$442,,Refresh,0,,,,,,
30f,$G$441,,Refresh,0,,,,,,
30f,$H$440,,Refresh,0,,,,,,
30f,$J$439,,Refresh,0,,,,,,
30f,$K$438,,Refresh,0,,,,,,
30f,$M$143,,Refresh,0,,,,,,
30f,$O$142,,Refresh,0,,,,,,
30f,$A$142,,Refresh,0,,,,,,
30f,$C$141,,Refresh,0,,,,,,
30f,$F$142,,Refresh,0,,,,,,
30f,$F$446,,Refresh,0,,,,,,
30f,$E$142,,Refresh,0,,,,,,
30f,$M$438,,Refresh,0,,,,,,
30f,$O$446,,Refresh,0,,,,,,
30f,$Q$445,,Refresh,0,,,,,,
30f,$A$445,,Refresh,0,,,,,,
30f,$C$444,,Refresh,0,,,,,,
30f,$D$443,,Refresh,0,,,,,,
30f,$E$442,,Refresh,0,,,,,,
30f,$F$441,,Refresh,0,,,,,,
30f,$G$440,,Refresh,0,,,,,,
30f,$H$439,,Refresh,0,,,,,,
30f,$J$438,,Refresh,0,,,,,,
30f,$K$143,,Refresh,0,,,,,,
30f,$N$142,,Refresh,0,,,,,,
30f,$Q$141,,Refresh,0,,,,,,
30f,$B$141,,Refresh,0,,,,,,
30f,$G$445,,Refresh,0,,,,,,
30f,$A$438,,Refresh,0,,,,,,
30f,$N$446,,Refresh,0,,,,,,
30f,$O$445,,Refresh,0,,,,,,
30f,$Q$444,,Refresh,0,,,,,,
30f,$A$444,,Refresh,0,,,,,,
30f,$C$443,,Refresh,0,,,,,,
30f,$D$442,,Refresh,0,,,,,,
30f,$E$441,,Refresh,0,,,,,,
30f,$F$440,,Refresh,0,,,,,,
30f,$G$439,,Refresh,0,,,,,,
30f,$H$438,,Refresh,0,,,,,,
30f,$J$143,,Refresh,0,,,,,,
30f,$M$142,,Refresh,0,,,,,,
30f,$O$141,,Refresh,0,,,,,,
30f,$A$439,,Refresh,0,,,,,,
30f,$Q$438,,Refresh,0,,,,,,
30f,$O$143,,Refresh,0,,,,,,
30f,$N$143,,Refresh,0,,,,,,
30f,$M$446,,Refresh,0,,,,,,
30f,$N$445,,Refresh,0,,,,,,
30f,$O$444,,Refresh,0,,,,,,
30f,$Q$443,,Refresh,0,,,,,,
30f,$A$443,,Refresh,0,,,,,,
30f,$C$442,,Refresh,0,,,,,,
30f,$D$441,,Refresh,0,,,,,,
30f,$E$440,,Refresh,0,,,,,,
30f,$F$439,,Refresh,0,,,,,,
30f,$G$438,,Refresh,0,,,,,,
30f,$H$143,,Refresh,0,,,,,,
30f,$K$142,,Refresh,0,,,,,,
30f,$N$141,,Refresh,0,,,,,,
30f,$C$438,,Refresh,0,,,,,,
30f,$M$441,,Refresh,0,,,,,,
30f,$G$141,,Refresh,0,,,,,,
30f,$E$141,,Refresh,0,,,,,,
30f,$Q$142,,Refresh,0,,,,,,
30f,$K$446,,Refresh,0,,,,,,
30f,$M$445,,Refresh,0,,,,,,
30f,$N$444,,Refresh,0,,,,,,
30f,$O$443,,Refresh,0,,,,,,
30f,$Q$442,,Refresh,0,,,,,,
30f,$A$442,,Refresh,0,,,,,,
30f,$C$441,,Refresh,0,,,,,,
30f,$D$440,,Refresh,0,,,,,,
30f,$E$439,,Refresh,0,,,,,,
30f,$F$438,,Refresh,0,,,,,,
30f,$G$143,,Refresh,0,,,,,,
30f,$J$142,,Refresh,0,,,,,,
30f,$M$141,,Refresh,0,,,,,,
30f,$H$141,,Refresh,0,,,,,,
30f,$H$444,,Refresh,0,,,,,,
30f,$A$143,,Refresh,0,,,,,,
30f,$D$141,,Refresh,0,,,,,,
30f,$J$446,,Refresh,0,,,,,,
30f,$K$445,,Refresh,0,,,,,,
30f,$M$444,,Refresh,0,,,,,,
30f,$N$443,,Refresh,0,,,,,,
30f,$O$442,,Refresh,0,,,,,,
30f,$Q$441,,Refresh,0,,,,,,
30f,$A$441,,Refresh,0,,,,,,
30f,$C$440,,Refresh,0,,,,,,
30f,$D$439,,Refresh,0,,,,,,
30f,$E$438,,Refresh,0,,,,,,
30f,$F$143,,Refresh,0,,,,,,
30f,$H$142,,Refresh,0,,,,,,
30f,$K$141,,Refresh,0,,,,,,
30f,$J$141,,Refresh,0,,,,,,
30f,$H$445,,Refresh,0,,,,,,
30f,$K$443,,Refresh,0,,,,,,
30f,$M$442,,Refresh,0,,,,,,
30f,$O$440,,Refresh,0,,,,,,
30f,$D$143,,Refresh,0,,,,,,
30f,$J$443,,Refresh,0,,,,,,
30f,$O$439,,Refresh,0,,,,,,
30f,$F$141,,Refresh,0,,,,,,
30f,$H$441,,Refresh,0,,,,,,
30f,$H$446,,Refresh,0,,,,,,
30f,$J$445,,Refresh,0,,,,,,
30f,$K$444,,Refresh,0,,,,,,
30f,$M$443,,Refresh,0,,,,,,
30f,$N$442,,Refresh,0,,,,,,
30f,$O$441,,Refresh,0,,,,,,
30f,$Q$440,,Refresh,0,,,,,,
30f,$A$440,,Refresh,0,,,,,,
30f,$C$439,,Refresh,0,,,,,,
30f,$D$438,,Refresh,0,,,,,,
30f,$E$143,,Refresh,0,,,,,,
30f,$G$142,,Refresh,0,,,,,,
30f,$J$444,,Refresh,0,,,,,,
30f,$N$441,,Refresh,0,,,,,,
30f,$N$440,,Refresh,0,,,,,,
30f,$G$442,,Refresh,0,,,,,,
30f,$G$446,,Refresh,0,,,,,,
30f,$Q$439,,Refresh,0,,,,,,
30f,$K$442,,Refresh,0,,,,,,
30f,$C$143,,Refresh,0,,,,,,
30f,$J$440,,Refresh,0,,,,,,
30f,$E$446,,Refresh,0,,,,,,
30f,$F$445,,Refresh,0,,,,,,
30f,$G$444,,Refresh,0,,,,,,
30f,$H$443,,Refresh,0,,,,,,
30f,$J$442,,Refresh,0,,,,,,
30f,$K$441,,Refresh,0,,,,,,
30f,$M$440,,Refresh,0,,,,,,
30f,$N$439,,Refresh,0,,,,,,
30f,$O$438,,Refresh,0,,,,,,
30f,$Q$143,,Refresh,0,,,,,,
30f,$B$143,,Refresh,0,,,,,,
30f,$D$142,,Refresh,0,,,,,,
30f,$D$446,,Refresh,0,,,,,,
30f,$E$445,,Refresh,0,,,,,,
30f,$F$444,,Refresh,0,,,,,,
30f,$G$443,,Refresh,0,,,,,,
30f,$H$442,,Refresh,0,,,,,,
30f,$J$441,,Refresh,0,,,,,,
30f,$K$440,,Refresh,0,,,,,,
30f,$M$439,,Refresh,0,,,,,,
30f,$N$438,,Refresh,0,,,,,,
30f,$C$142,,Refresh,0,,,,,,
30f,$B$142,,Refresh,0,,,,,,
30f,$C$446,,Refresh,0,,,,,,
30f,$D$445,,Refresh,0,,,,,,
30f,$E$444,,Refresh,0,,,,,,
30f,$F$443,,Refresh,0,,,,,,
30f,$K$439,,Refresh,0,,,,,,
30f,$A$39,A1,44926,46106.53465277778,,,,,,
30f,$C$39,A1,298097,46106.53465277778,,,,,,
30f,$A$40,A1,45291,46106.53465277778,,,,,,
30f,$C$40,A1,422242,46106.53465277778,,,,,,
30f,$A$41,A1,45657,46106.53465277778,,,,,,
30f,$C$41,A1,340408,46106.53465277778,,,,,,
30f,$A$42,A1,46022,46106.53465277778,,,,,,
30f,$C$42,A1,452717,46106.53465277778,,,,,,
30f,$D$42,A1,168833,46106.53465277778,,,,,,
30f,$E$42,A1,31028,46106.53465277778,,,,,,
